squareMeters,numberOfRooms,hasYard,hasPool,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,garage,hasStorageRoom,price
80459,43,1,0,9,7,1991,0,0,496,983,1,8050098.1
59237,54,1,0,8,3,2012,1,1,165,828,1,5932547.2
43579,14,1,0,4,4,2019,0,1,1392,516,1,4361420.9
10484,38,0,0,7,10,2016,1,1,3872,799,1,1051974.6
19907,31,0,1,7,7,2020,0,1,1080,498,1,1996937.0
68643,71,1,1,5,1,2020,0,1,8979,614,0,6870485.0
67457,7,1,1,7,2,2003,0,0,8367,676,1,6757663.3
44593,83,0,1,8,10,2015,1,1,320,470,1,4465177.5
56339,100,1,1,3,10,2012,0,0,4673,626,0,5642801.2
74817,9,1,0,4,8,1996,0,1,9036,709,0,7490782.6
51109,17,0,0,10,6,2017,1,1,1368,754,0,5114433.7
63601,24,1,0,4,2,2006,0,0,1811,105,0,6368141.6
72926,35,0,0,6,10,2011,1,1,5630,448,0,7295797.1
1562,85,1,1,5,6,1996,0,0,701,115,1,167143.6
2536,88,1,0,10,5,2018,0,0,264,669,1,258795.8
44175,43,0,0,9,9,1995,0,1,4000,200,0,4418372.5
4069,39,0,1,5,5,2003,0,0,6946,630,0,411451.3
73082,54,1,1,7,9,2007,0,1,3716,418,0,7318776.7
37718,79,0,0,2,10,1994,1,1,1768,689,1,3772814.4
47386,36,0,1,8,8,2012,0,0,725,937,1,4746476.2
33871,85,0,1,8,6,2008,1,0,9488,269,1,3394030.8
45406,53,1,0,9,9,1998,0,1,9302,837,0,4545686.8
66434,80,0,0,6,8,2009,1,1,2276,262,1,6644460.9
23684,95,0,0,5,10,2013,0,1,6588,931,0,2370875.3
47177,80,1,1,8,4,2002,0,1,1157,910,0,4726802.2
61661,10,0,0,3,10,2004,0,0,6270,151,1,6168562.4
449,31,0,0,6,2,2011,1,1,5930,132,0,50344.1
66648,48,0,1,2,10,1999,0,1,748,319,1,6670719.9
48757,41,0,0,7,4,2017,1,1,9681,278,0,4879405.7
23558,42,0,0,9,2,2010,0,0,2336,319,0,2359701.0
56223,42,1,1,6,5,2016,0,1,4779,689,0,5629298.6
14137,68,1,1,8,7,2021,0,0,9290,189,0,1425174.1
59386,85,0,1,8,4,2000,1,1,2341,734,1,5942766.0
34826,55,1,0,9,2,2011,1,0,6494,129,0,3488059.1
12785,91,0,1,10,8,2019,0,0,5795,834,0,1284860.9
72587,98,1,1,9,5,1998,1,0,7012,493,0,7265382.8
69804,90,1,0,5,2,2007,0,1,8059,785,1,6984611.7
63915,11,0,0,10,6,2002,0,0,7612,896,0,6396088.2
24415,76,0,0,7,9,2019,0,0,4510,836,1,2442299.9
91007,49,0,0,9,7,2004,1,0,5933,324,1,9101688.4
24023,47,1,0,1,6,1998,1,1,1490,642,0,2405911.8
66716,22,1,0,8,10,2013,0,1,7644,196,1,6678899.3
44653,35,0,1,1,1,2002,0,0,9351,266,0,4473832.2
91013,1,0,1,9,9,2010,0,0,6098,565,1,9111320.0
14725,14,1,0,4,4,1997,0,0,6787,121,1,1484099.7
61115,48,0,1,1,10,1991,1,1,6995,469,1,6116454.1
90925,25,0,0,5,3,2007,1,0,8,958,0,9094635.7
54717,52,1,1,3,6,2019,0,1,8650,424,1,5478930.9
53708,81,1,0,3,4,2006,1,0,6615,718,1,5378041.6
55413,32,1,1,3,5,2018,1,1,8161,522,0,5551048.8
74875,98,1,1,3,4,2017,1,0,7067,196,0,7495681.7
65844,13,0,1,2,2,1998,1,0,1264,705,1,6587579.8
28613,95,0,0,3,6,1997,1,0,1582,386,1,2862135.7
99458,94,1,1,10,1,1994,0,0,6255,220,0,9957307.4
69399,77,0,0,2,6,2003,0,0,9456,604,0,6940277.3
51237,92,1,1,7,9,2017,1,0,9301,388,0,5130743.7
29276,42,0,0,9,2,1997,0,0,1366,108,0,2928782.7
50938,33,1,1,1,5,1994,1,0,5170,731,1,5103724.4
39614,97,0,1,3,8,2001,1,0,9419,946,1,3968931.1
5758,77,1,0,2,8,1990,1,0,387,308,1,581130.0
60562,10,0,1,6,5,2014,1,0,7722,125,1,6061364.4
28048,63,0,0,4,1,1998,0,1,7318,844,1,2806887.8
92649,28,1,0,3,4,2015,1,0,6367,327,1,9270413.5
16354,4,1,1,4,3,2019,1,0,6420,160,0,1645035.9
50418,43,0,0,10,7,2006,1,0,620,440,1,5047372.6
20075,25,0,0,10,3,2000,0,1,1432,807,1,2010227.0
54729,30,1,1,3,2,2001,0,1,4763,281,1,5479404.1
34767,13,0,0,7,1,2017,0,0,257,654,1,3481346.7
31388,17,1,1,1,1,2015,0,1,7904,626,0,3145817.5
37134,83,1,1,7,1,2005,1,1,1826,607,0,3718807.5
14011,99,0,1,6,2,2002,0,1,9027,585,1,1408285.2
87589,54,0,1,6,2,2016,1,1,1104,531,0,8769157.6
40993,16,0,1,6,8,2017,1,0,8833,112,0,4102780.7
92811,3,0,1,5,5,2014,0,1,6492,396,1,9293471.4
26867,6,0,0,10,10,2000,0,1,2923,577,0,2690300.0
49170,96,0,1,9,3,1991,0,1,4929,571,1,4923152.1
77081,67,0,1,10,5,1995,0,1,242,419,1,7711931.5
66959,87,1,0,4,8,2010,1,0,2741,294,0,6699322.0
82458,93,0,1,4,9,2001,1,1,5165,624,1,8250503.1
85615,68,1,1,9,3,2009,0,0,2503,548,0,8572770.9
61803,22,1,1,4,2,2005,0,1,1851,740,0,6187398.5
93190,51,0,0,5,5,1998,1,0,4817,998,0,9322069.8
79240,53,1,0,1,3,1994,0,0,3190,166,1,7928275.4
86184,99,1,1,1,4,1993,1,0,6361,945,1,8625590.3
57097,65,0,1,2,7,2011,1,1,6657,582,0,5715926.1
683,91,1,1,10,3,2009,0,1,6528,172,0,76430.9
22255,70,1,1,10,3,2002,0,1,4297,978,0,2239467.2
43586,12,1,0,2,6,2015,0,0,6790,626,0,4366236.5
55472,44,0,1,5,6,2008,1,1,4205,653,1,5553013.8
58253,15,1,0,5,1,2014,1,1,4926,990,1,5832546.4
46308,73,0,0,4,5,2009,0,0,2825,861,0,4639736.9
65961,29,0,1,3,10,1997,0,0,6764,211,0,6600131.7
77262,19,0,1,8,5,1990,1,1,8000,210,1,7732674.0
48399,78,0,1,1,2,2007,0,0,6962,246,1,4847310.7
75402,59,0,1,3,10,2003,1,0,521,257,1,7545050.3
54750,10,0,0,4,4,1990,1,0,4193,783,1,5481119.0
25968,74,1,0,6,5,2002,0,1,8566,112,0,2601762.2
28993,96,1,0,3,6,1998,0,0,3119,552,1,2902643.8
28605,2,0,1,7,6,2003,1,1,1624,492,0,2866459.3
68184,64,0,0,8,4,1998,1,1,1937,112,0,6823394.8
98283,41,0,1,1,9,2003,0,1,7569,236,0,9833681.3
95238,100,1,0,8,9,2019,0,1,1533,395,0,9530991.9
67519,85,0,0,9,10,2014,1,1,3599,298,0,6754271.4
33608,38,1,0,6,2,1998,0,1,2298,616,1,3365171.8
22851,5,0,0,6,10,2011,1,0,3531,480,1,2287033.1
69165,16,1,0,7,5,2019,0,0,2470,125,0,6919982.9
15321,53,0,0,1,4,2014,1,1,2829,853,1,1533279.4
74477,22,1,1,9,8,1994,1,0,8045,109,0,7454179.4
17668,50,1,0,8,9,1995,0,0,8821,326,1,1771537.5
19794,27,1,1,1,5,1992,1,0,6784,246,1,1985050.2
21294,54,1,1,3,7,2017,1,0,8661,964,0,2140798.7
56753,6,0,0,9,6,2012,1,0,1207,276,1,5682190.2
35753,5,1,0,5,10,2017,0,1,5690,923,1,3580868.7
14118,59,1,1,3,5,1991,0,1,6843,959,0,1418040.1
39307,19,0,1,9,3,1999,0,0,4625,571,1,3937946.9
21477,49,0,1,1,8,1992,1,1,2677,338,1,2152653.2
52264,50,1,1,3,6,2006,1,1,491,981,1,5230980.6
61350,4,1,0,3,2,1995,0,1,5277,435,1,6139665.5
71993,95,1,1,6,4,2012,0,1,5357,233,1,7211507.2
60450,32,1,0,1,9,1996,0,0,3105,688,0,6051258.6
42791,21,0,0,7,5,2008,0,0,4072,492,1,4281322.8
9289,50,0,0,7,6,2008,0,1,7262,484,0,934488.8
84888,51,0,0,10,2,1997,1,0,9528,111,1,8489801.7
45867,84,1,1,1,6,2019,0,0,6109,178,1,4594103.9
72100,93,1,1,3,1,2015,1,0,3233,325,0,7226586.5
13381,45,0,0,1,8,2013,1,0,175,634,1,1340414.3
27690,26,0,0,1,9,1990,1,1,8449,434,0,2772656.0
18149,46,1,1,4,4,2002,1,0,2467,470,1,1829948.2
85154,10,1,0,10,6,1994,0,1,9887,740,1,8518699.4
10851,17,0,1,1,4,1999,0,1,6671,387,0,1095539.9
19214,90,0,1,2,8,2010,1,1,4573,654,0,1925120.0
93450,23,1,0,10,9,2021,1,0,4453,416,0,9350673.1
25051,36,0,0,9,5,1997,0,0,125,978,0,2506485.7
54300,96,1,1,6,10,2011,0,0,2678,314,1,5442438.1
22241,59,0,0,7,3,1990,1,1,523,920,1,2225712.0
26853,57,0,1,1,9,2005,0,1,8610,961,0,2689625.5
42360,13,0,0,6,6,1992,1,1,4091,555,0,4239495.2
50710,94,0,0,1,4,2011,0,0,3848,137,0,5071797.1
7512,27,1,1,3,4,1999,1,0,1867,508,1,758423.9
28956,3,0,1,6,6,1991,0,0,7047,879,1,2898953.1
71001,74,0,0,9,6,1998,1,1,3398,245,0,7104645.8
96364,31,1,1,6,10,2005,0,0,8954,965,0,9648728.5
74315,47,1,0,4,7,2002,0,1,2758,721,0,7435387.2
4487,62,1,0,2,10,2020,1,0,6917,272,1,456380.0
75066,25,1,1,1,6,2021,0,1,1780,686,1,7519416.1
81374,87,1,1,4,4,2020,1,1,1091,629,1,8143861.0
92490,34,0,0,7,8,2015,1,1,5233,797,1,9250743.5
24686,87,1,1,4,8,1995,0,0,1145,760,0,2474395.5
81548,51,1,1,4,3,2016,0,0,3118,480,1,8161315.6
83789,40,0,0,7,10,1992,0,1,518,404,1,8382124.2
82407,75,0,0,1,6,2019,1,0,2601,538,1,8244581.9
15763,38,0,0,2,7,1994,0,1,8631,835,1,1581323.4
56191,30,0,1,1,5,1997,1,0,1325,175,0,5629430.7
93324,100,1,1,7,4,1994,0,1,1027,960,1,9343406.4
75039,5,1,1,2,8,2021,0,0,2821,164,0,7512308.1
24270,73,0,1,1,9,2005,0,0,9110,987,0,2436202.5
19277,85,1,1,2,2,1990,1,1,9790,415,1,1936026.0
48799,55,1,0,4,9,2007,1,0,4551,401,1,4886995.7
86184,38,1,0,5,5,1992,1,0,9976,615,1,8624330.2
21217,20,0,1,6,3,1995,0,1,3267,936,0,2127258.5
90679,5,0,0,9,9,2019,0,1,9439,331,1,9072340.9
75873,6,0,0,5,3,2015,1,0,8475,558,0,7588881.5
58091,46,1,0,2,4,2014,1,0,7565,170,0,5813567.4
89396,86,0,1,6,5,1993,0,1,3402,369,1,8949480.3
87867,25,0,0,2,10,2014,0,0,6211,611,0,8788119.4
62655,32,0,0,2,6,1997,1,0,9858,176,1,6270255.7
55840,85,1,0,3,6,2002,1,1,5784,472,0,5587969.2
28720,60,1,0,10,9,1993,1,0,1140,836,0,2876831.3
79783,4,0,1,5,1,1993,0,0,1337,538,1,7983955.3
68260,89,0,0,1,10,1996,1,1,3248,935,1,6829892.6
4113,64,1,0,9,5,2013,0,1,7534,923,0,416148.3
29556,91,1,1,2,4,1990,1,0,6403,677,0,2962632.0
90300,66,1,0,1,1,1998,0,0,7415,614,0,9037944.8
80439,77,0,0,1,7,2009,1,0,7325,606,0,8046219.9
89245,86,1,1,4,9,2007,0,1,7958,985,0,8930367.7
42540,68,1,1,10,10,1999,0,0,7793,231,0,4264337.9
2978,3,1,1,3,7,2011,1,1,1578,105,0,307536.1
43038,18,1,0,6,6,1996,1,1,3011,788,0,4307230.6
65201,87,0,1,2,10,2007,0,0,7406,108,1,6522337.7
16200,79,0,0,2,6,2011,0,1,8974,639,1,1621661.1
24095,45,0,0,1,3,2017,0,0,4398,898,0,2409945.7
10503,94,0,1,3,3,1995,0,0,7455,438,0,1058224.5
90338,17,1,0,8,8,2005,1,0,4831,641,1,9040287.5
58402,85,1,0,8,8,2011,1,0,9446,805,1,5848466.1
7431,62,1,1,9,9,2013,0,0,2823,123,1,749725.3
55047,22,1,1,10,1,2013,0,0,287,574,0,5512488.3
78897,58,0,1,1,5,2007,0,0,1913,765,1,7901129.7
52123,32,1,0,5,4,2007,1,1,7905,889,0,5219801.7
41157,22,1,0,9,1,2005,1,1,2767,397,0,4119982.5
12838,35,1,0,1,2,2014,1,0,9562,666,1,1286311.4
18285,70,1,1,9,7,2013,1,0,7280,465,1,1835040.3
33435,33,0,1,3,1,2020,0,1,7469,562,1,3349314.0
77618,78,1,0,5,8,2019,0,0,58,619,0,7768108.9
64044,31,0,0,6,10,1991,0,0,9665,975,0,6406275.1
69788,12,0,0,8,2,2020,0,1,5784,561,1,6980862.0
5208,61,0,1,10,7,2003,0,0,4575,920,1,526474.3
69952,78,0,0,1,8,1996,0,1,5595,681,0,7001508.6
9613,95,0,1,10,3,2019,1,0,8657,410,1,969559.9
79915,51,1,0,10,6,2005,0,1,5815,477,1,7994470.5
99636,89,1,0,6,5,1990,0,1,6629,854,1,9969033.0
37822,23,0,0,4,10,2011,1,1,384,814,1,3785912.1
33726,28,0,0,6,4,2012,1,1,5305,488,0,3376333.2
97854,70,0,1,1,5,1991,1,1,2255,505,1,9792071.1
80266,22,0,0,7,7,2002,1,0,7669,135,0,8030275.2
48875,93,0,1,1,1,2019,0,0,443,662,0,4892360.9
35019,50,1,1,1,3,2021,1,0,2487,822,1,3510681.1
55020,34,0,0,9,9,2001,1,1,191,715,0,5503232.1
29256,41,1,0,8,3,1991,0,1,8984,437,0,2933216.1
26943,60,0,0,9,6,2014,1,0,8399,973,1,2697365.4
11050,63,1,0,3,1,2013,1,0,9051,442,0,1107198.3
47413,66,0,0,8,6,2005,0,1,2015,414,1,4743556.5
20002,12,1,1,9,6,1997,0,1,7291,253,1,2015304.7
60216,14,1,1,9,4,2012,0,0,2305,663,1,6031741.2
83275,77,1,0,6,5,1999,1,1,6822,614,1,8331662.9
80150,77,0,1,10,8,1991,0,1,6238,764,1,8022700.1
38057,50,1,0,9,8,1997,0,0,7554,134,1,3809962.7
53449,7,1,1,1,7,2014,0,0,6012,117,0,5352469.4
33785,14,0,0,8,5,2002,0,0,8905,306,0,3380715.2
9463,60,1,0,8,4,2001,0,1,6221,953,1,956197.1
94370,55,1,1,5,2,2013,0,0,7200,442,1,9445972.3
44698,15,0,0,5,10,2003,1,0,10,931,1,4473490.3
75743,76,1,0,6,9,2014,0,1,4005,982,1,7580464.4
17622,42,1,0,5,2,2005,0,1,5686,491,1,1767131.5
62662,28,0,0,2,10,2013,1,1,9760,652,1,6271685.3
17346,74,0,1,1,4,1990,1,1,9506,465,0,1740674.0
88899,84,0,1,8,5,2020,1,0,3130,769,0,8893227.0
72447,68,1,0,6,9,2012,0,0,168,103,1,7257991.2
40555,76,1,0,4,3,2003,0,1,7158,310,0,4061001.3
91095,2,1,0,1,10,2018,0,0,7840,880,1,9115770.8
69810,37,0,1,2,4,2003,0,1,8612,477,1,6986464.3
27533,63,1,0,4,2,2009,1,0,6605,293,1,2761258.9
75271,69,0,1,3,2,2002,0,0,8171,125,0,7537873.2
42010,70,0,1,10,3,2017,1,0,1113,133,0,4206362.7
2169,96,0,1,7,10,1992,0,1,1685,978,1,221299.2
29004,70,0,1,7,9,2002,1,1,942,365,1,2905549.2
32966,11,0,1,4,6,2011,1,0,9942,625,1,3303709.1
14859,82,1,1,10,6,1992,0,1,636,923,0,1492436.2
33640,9,0,1,5,4,1995,0,1,2712,105,1,3367992.5
73808,6,1,1,5,8,2002,0,1,513,960,0,7388725.2
30807,99,0,0,2,8,1998,1,1,6559,156,0,3083235.8
14243,85,0,1,9,8,2016,1,1,8832,148,0,1430473.6
82190,65,0,0,6,7,2019,1,0,4936,221,1,8221240.9
31968,87,0,1,1,1,2015,0,1,9147,912,1,3203508.5
23558,26,1,0,3,3,1996,0,0,4650,411,1,2359810.6
81063,98,0,1,8,6,2008,1,0,4818,465,0,8113870.8
9542,60,1,1,3,8,2018,1,1,1318,277,0,962999.8
39699,74,0,1,8,9,2005,1,1,4477,586,1,3977888.5
50788,64,0,1,5,1,2018,1,1,2063,705,0,5087258.8
41681,12,1,1,1,1,2021,0,0,7883,663,0,4173046.1
3798,53,1,0,3,8,2014,1,0,8370,366,0,385544.4
31044,53,0,0,1,10,1999,0,1,698,740,1,3106033.9
46291,97,0,1,6,6,2018,0,0,5437,854,0,4633898.8
15727,25,1,0,1,7,2007,0,1,8350,859,1,1577602.7
67555,40,0,0,9,7,2018,1,0,3080,931,1,6758958.8
1903,2,0,0,2,2,1997,1,0,5250,262,1,193030.7
67271,60,1,1,5,7,2021,1,1,8845,948,1,6737040.1
39217,7,1,1,8,9,2007,0,1,9942,680,0,3932893.7
62532,26,1,0,3,2,1998,1,0,6319,960,1,6261175.8
36239,59,1,1,8,2,2000,1,0,6543,968,0,3634312.0
11987,48,1,0,9,4,2018,1,0,7342,150,1,1203183.8
32862,39,0,1,4,3,2013,1,1,4444,917,1,3296039.3
10983,10,0,1,4,3,2011,1,1,89,657,0,1100529.1
94294,38,1,1,5,9,2004,1,0,8222,684,1,9439785.4
11157,49,0,0,7,10,2020,0,0,2513,208,1,1120482.0
59018,35,1,0,10,1,2021,0,1,4947,259,1,5907138.1
84807,34,0,0,6,2,2008,0,1,4460,219,0,8482192.8
31585,42,1,0,4,6,2016,1,0,1709,595,1,3165163.6
44670,41,1,1,2,2,1992,1,1,8465,470,1,4470923.2
16951,20,0,0,10,10,2001,1,0,6356,622,1,1701160.1
5892,32,1,1,7,6,2015,0,0,8233,536,1,601283.5
24971,65,0,0,5,7,1994,0,1,306,527,1,2501574.4
56217,69,1,0,1,9,2011,1,1,9,947,0,5629960.1
6138,92,0,0,8,1,2008,0,1,5987,831,1,617184.8
37582,17,1,1,10,10,2009,1,1,7306,324,0,3769640.9
18848,89,0,0,5,8,2013,1,1,7949,892,1,1887019.3
12107,15,0,0,6,5,2011,0,1,2174,716,1,1211581.1
71523,87,0,1,8,5,2002,0,0,9048,505,0,7159041.2
88328,91,1,0,2,1,1992,0,0,7827,737,1,8840872.2
22304,42,0,1,1,2,2000,0,1,9032,870,0,2235124.0
90523,63,1,1,7,6,2011,0,1,5822,846,0,9058136.1
91987,31,1,0,10,1,1993,0,1,7546,954,0,9208316.3
57719,86,1,1,7,4,2017,0,0,3224,730,1,5779467.7
87073,2,0,1,3,9,2015,1,0,9703,537,0,8719452.5
1878,68,0,1,7,3,2005,1,0,504,830,0,195927.5
47184,40,1,1,5,8,2011,1,0,213,771,1,4724350.1
45511,33,1,0,6,4,2013,1,1,3373,882,1,4558309.3
98450,23,0,0,3,9,1999,1,1,6424,984,0,9848719.9
38551,8,1,1,9,1,2002,0,0,7991,133,0,3867229.2
1359,99,0,1,6,6,2016,1,0,6201,607,0,145834.6
76903,36,0,0,1,8,2000,0,1,7764,714,1,7694030.0
67496,23,0,0,2,2,1999,1,1,5347,124,1,6752379.9
39756,22,0,1,8,4,2019,1,0,7195,564,0,3980007.9
25643,6,1,1,6,8,2021,0,1,4701,384,0,2571876.1
14043,8,1,0,4,9,2004,0,1,2732,444,1,1415900.4
82311,85,0,0,8,4,2012,1,1,9962,164,1,8239353.2
9333,96,1,1,5,1,2005,1,1,4842,335,1,939398.5
36563,46,0,0,5,7,2001,1,0,5100,154,1,3657222.1
33427,23,1,1,6,3,2020,1,1,3522,214,0,3351101.0
52552,83,0,1,8,7,2006,0,1,113,326,1,5262997.6
1294,31,1,0,2,2,2021,1,1,9301,137,0,142745.1
19382,95,1,1,9,8,2014,1,0,6716,891,0,1943992.4
62805,89,0,1,3,7,1999,0,1,9898,877,0,6288112.9
76045,48,0,0,10,7,2000,0,0,134,925,0,7605336.0
11660,45,0,1,10,4,2019,1,0,4061,163,1,1169525.9
65965,87,1,1,9,4,2008,0,1,6767,871,1,6607805.8
18243,4,0,0,1,7,1995,0,1,9979,117,0,1826399.5
45620,49,1,1,7,5,2002,0,1,2875,751,1,4572312.2
95620,43,1,0,8,2,2011,1,0,8365,179,1,9564517.1
44159,61,0,0,4,9,2020,1,0,5390,873,1,4422962.0
56819,66,1,0,5,10,2017,1,0,2052,110,1,5688459.7
45681,8,1,0,1,8,2013,1,1,2800,343,0,4575079.3
45885,30,1,1,5,10,2011,1,0,5879,298,1,4598304.1
42781,53,1,0,10,4,2005,0,0,9090,268,1,4280444.5
48919,26,0,0,6,7,2006,1,0,6295,502,1,4896296.6
4846,64,0,0,2,2,2015,0,0,7001,870,1,486151.5
31160,53,1,0,10,10,1993,0,0,7925,234,0,3125704.3
7033,2,0,1,9,10,2001,0,1,5051,534,1,708252.1
72797,79,0,0,7,1,2020,1,0,7739,866,1,7286052.0
59068,56,0,0,5,8,1997,1,1,4857,999,1,5910960.7
10737,4,1,1,3,1,1996,0,1,5050,368,1,1083375.6
5798,38,0,1,8,3,2010,1,1,9805,292,1,586009.0
63396,36,0,1,6,10,2018,0,0,8561,243,1,6347194.8
12196,85,0,1,10,2,2007,0,0,3483,933,0,1223454.7
45271,4,0,0,8,2,2016,1,1,2268,793,0,4533164.6
53885,68,0,0,1,9,2013,0,1,8840,377,1,5392191.3
21006,46,0,0,6,8,2014,1,0,7626,604,0,2101763.4
99184,35,0,0,7,10,2006,0,1,2451,659,1,9920683.6
27569,99,1,1,1,8,1999,1,1,3855,504,0,2765641.9
11064,83,0,0,4,7,1992,0,0,1680,171,1,1108539.2
60299,99,1,1,2,3,2014,1,0,6445,949,0,6035836.4
43337,14,0,0,2,8,1993,0,0,1389,121,0,4334979.3
6738,86,1,0,6,5,2013,1,1,5201,303,0,680185.3
7939,76,1,1,1,4,2011,0,1,7730,889,0,806926.1
33316,89,0,1,5,4,2000,1,0,6673,616,1,3340809.0
28193,61,1,0,9,5,2011,1,1,7652,990,0,2833176.1
60768,52,0,1,3,1,2000,0,0,9454,408,1,6083121.0
405,38,0,1,4,9,2013,0,1,2657,898,1,54382.3
78229,55,1,1,4,5,2021,1,0,6218,862,0,7831558.1
38892,78,0,1,8,10,1998,1,1,7490,415,0,3898426.8
16834,67,1,0,5,8,1999,0,1,4649,947,1,1691557.9
98767,58,1,0,5,7,1997,1,0,7301,452,0,9881688.7
19931,71,0,1,3,7,2004,1,0,8527,742,1,1998436.4
94165,57,1,1,5,3,2013,0,0,2614,730,1,9425553.3
3166,57,0,1,3,5,2016,0,0,1038,158,1,322863.6
14307,76,1,0,10,5,2009,0,0,5113,675,0,1438756.9
74927,58,0,0,1,5,2013,0,1,1056,243,0,7494035.3
46132,94,1,0,2,7,1993,1,1,7242,987,0,4624268.3
93683,61,0,0,9,4,2019,1,1,7230,356,1,9369675.9
22136,56,0,0,3,4,2012,0,0,6358,304,1,2217451.2
22334,5,0,1,7,9,2017,1,1,948,113,0,2239252.7
94723,15,0,1,4,2,1996,1,1,9540,439,1,9476464.6
525,39,0,0,7,1,1994,1,0,7377,113,1,56225.4
44111,53,1,1,8,10,1992,0,1,8588,689,1,4421849.2
50839,28,0,1,6,5,2015,0,0,9636,451,0,5088531.5
81019,81,0,1,8,10,2001,0,0,9850,889,1,8108376.1
36137,72,0,1,8,4,2020,1,1,2452,421,1,3619989.0
56439,84,1,1,1,2,2000,1,1,402,417,1,5650606.0
1937,54,1,0,2,5,2009,1,0,5879,254,1,201865.9
93001,36,0,1,3,7,2002,0,0,9735,154,0,9310693.2
67233,36,0,0,10,5,2018,0,0,8416,960,0,6731477.8
55682,71,0,1,10,10,2004,0,0,7381,858,1,5575110.4
97897,63,1,1,4,9,1990,0,1,2736,834,0,9799105.0
66836,68,1,0,5,1,2017,1,0,9048,903,1,6692953.7
78235,8,1,1,8,2,2019,0,0,7253,803,0,7835672.9
32419,36,1,1,9,5,2021,0,1,2857,929,0,3253478.1
54995,7,1,1,8,8,2010,0,1,3447,878,0,5507408.0
7133,86,1,1,8,2,1999,1,0,6795,429,0,723366.9
48223,48,1,0,7,10,1996,1,1,8779,108,1,4826979.6
28354,54,0,1,3,5,2000,0,1,2945,577,0,2842100.0
63613,83,0,1,1,3,2007,1,1,8277,810,0,6370994.7
40812,52,1,0,6,3,2018,1,1,3176,241,0,4088680.8
40736,55,1,1,7,5,1994,1,1,4246,134,1,4087187.4
93690,94,1,0,5,2,1995,0,0,1801,140,0,9372359.5
50276,26,0,0,3,1,2008,1,0,7875,480,1,5030850.8
21294,65,0,1,4,3,2011,1,0,7367,602,1,2133300.1
99074,67,1,0,10,7,2001,0,1,4194,314,0,9914551.1
24979,45,1,1,9,5,2011,1,0,5980,502,1,2508814.1
41441,21,1,0,4,9,1990,0,1,2349,292,1,4156420.0
97857,20,0,1,10,8,2007,1,1,4407,684,1,9790445.7
65931,71,0,0,4,7,2017,1,0,4220,125,1,6595633.7
39077,15,0,0,10,8,1995,1,0,9471,647,1,3908929.5
95690,10,0,1,9,5,2021,0,1,4741,136,0,9573812.1
82236,49,1,1,4,8,2018,1,0,3778,283,0,8231424.8
36539,68,1,1,1,2,1994,0,1,2863,974,1,3664156.4
99491,47,1,0,9,1,2000,0,1,4292,738,0,9957075.0
32185,27,1,0,10,7,2008,0,1,1976,733,1,3221329.8
59183,22,0,0,3,2,1994,1,1,1612,688,1,5924125.4
11006,48,1,1,1,2,2015,1,1,8194,378,0,1107901.5
24025,18,1,1,10,4,1999,1,1,3028,190,0,2415923.9
92120,25,0,1,1,4,2001,0,1,7137,507,0,9219455.1
63342,21,1,1,4,2,1997,1,0,2111,877,1,6349697.7
91418,76,1,0,7,8,1992,0,0,407,142,0,9152058.2
99151,76,1,0,6,10,2020,0,0,7237,715,1,9918352.0
31429,17,1,1,4,5,2021,0,1,5090,145,0,3151080.1
92781,74,0,1,7,7,2006,0,0,3302,121,0,9284649.6
7719,5,0,1,10,6,1993,0,1,1057,105,1,777314.3
46313,91,0,1,10,3,1998,1,1,7861,760,0,4638363.8
53973,69,1,0,9,3,2003,0,0,7112,910,0,5404423.3
95748,28,0,0,2,2,2001,1,1,3446,664,0,9577750.1
64615,38,1,0,8,10,2019,1,1,7118,753,1,6469341.9
10876,64,0,0,4,8,1990,0,1,7227,146,0,1089783.0
38315,97,0,1,2,3,2000,0,0,3440,309,0,3839110.0
16733,20,0,0,5,10,2019,0,1,9584,841,1,1674111.9
17417,53,0,0,3,5,2000,0,1,1800,645,1,1743942.0
45946,24,0,0,7,2,2001,1,1,11,328,1,4601566.1
32143,91,1,0,7,4,2007,0,0,3743,384,0,3219151.7
23409,45,1,0,6,2,2002,1,0,151,971,0,2345459.2
58559,16,0,0,7,8,2016,0,0,8360,778,0,5856579.6
88182,3,1,1,8,9,2014,1,1,1245,353,1,8830006.4
12315,67,1,0,7,10,1997,0,0,4618,376,1,1240599.7
19520,40,0,1,9,7,2018,1,0,7335,351,0,1960957.8
79262,55,0,0,8,7,2009,1,0,6144,911,1,7927560.9
33550,8,0,1,5,10,1999,0,0,6166,554,0,3366345.9
45179,14,0,0,8,8,2015,0,0,6509,559,1,4519301.5
8677,7,0,1,9,10,1994,0,0,342,974,1,877121.4
52517,75,0,1,10,6,2017,1,1,6381,894,0,5254743.7
53762,24,1,1,7,6,1991,0,1,9075,919,1,5387288.1
79553,7,1,0,8,2,1996,1,1,3372,896,1,7964369.6
9367,99,1,1,4,9,2006,0,0,4137,571,1,944409.6
20349,35,0,1,8,3,2016,1,0,5795,618,1,2039634.6
34433,45,1,1,5,1,2009,1,0,2283,696,0,3453087.9
1451,33,0,1,7,4,2016,0,0,1682,703,0,148347.6
21527,82,1,0,6,6,2012,1,0,2781,214,0,2157776.2
45209,50,0,1,8,4,2008,1,1,9292,699,0,4526043.8
